seed,agent,K,F,T,stakes,structure,total_reward,total_penalty,utility,cognitive_cost,cost_adjusted_utility,dual_picks,dual_rate,dual_rate_cond,E_abs_mean,expansions,revisions
0,Linear,50,5,80,1.0,structured,-24.91763456889604,29.00375829020054,-53.921392859096585,5.057,-58.97839285909659,0.0,0.0,0.0,3.273350292898672,0.0,0.0
0,Network-Full,50,5,80,1.0,structured,15.495061058141024,1.0695587456997897,14.425502312441235,1.525,12.900502312441235,1.0,0.0125,0.0,0.8017555408761108,0.0,0.0
0,Network-NoTest,50,5,80,1.0,structured,18.0465102894686,0.13936822729206688,17.907142062176533,1.597,16.31014206217653,0.0,0.0,0.0,1.3249837162015532,0.0,0.0
0,Network-NoUpdate,50,5,80,1.0,structured,19.950838387256134,0.1815140019507373,19.769324385305396,1.57,18.199324385305395,2.0,0.025,0.01639344262295082,0.8229603736227833,0.0,0.0
0,Dot,50,5,80,1.0,unstructured,0.35204078507239417,2.2867316187419817,-1.9346908336695876,0.09,-2.0246908336695877,8.0,0.1,0.08450704225352113,3.6180109410193353,0.0,0.0
0,Linear,50,5,80,1.0,unstructured,67.71356827195844,43.555673556971236,24.1578947149872,5.106,19.0518947149872,1.0,0.0125,0.013513513513513514,3.8829060974125795,0.0,0.0
0,Network-Full,50,5,80,1.0,unstructured,34.69737709098809,0.2581624945155732,34.43921459647252,1.711,32.72821459647252,2.0,0.025,0.05263157894736842,0.9237378734219128,0.0,0.0
0,Network-NoTest,50,5,80,1.0,unstructured,53.0794146366196,0.2505550486724036,52.8288595879472,1.774,51.0548595879472,0.0,0.0,0.0,0.5729251204828271,0.0,0.0
0,Network-NoUpdate,50,5,80,1.0,unstructured,25.222403262019384,1.2660260111279804,23.956377250891403,1.729,22.227377250891404,2.0,0.025,0.0425531914893617,0.6522462532373786,0.0,0.0
0,Dot,100,5,80,0.0,structured,0.4896395249519998,0.0,0.4896395249519998,0.09,0.39963952495199984,0.0,0.0,0.0,7.486346168379541,0.0,0.0
0,Linear,100,5,80,0.0,structured,83.28505424193067,0.0,83.28505424193067,9.311,73.97405424193067,0.0,0.0,0.0,13.748721352635139,0.0,0.0
0,Network-Full,100,5,80,0.0,structured,76.79977678127896,0.0,76.79977678127896,1.765,75.03477678127896,0.0,0.0,0.0,18.15980925766316,0.0,0.0
0,Network-NoTest,100,5,80,0.0,structured,88.76565225013896,0.0,88.76565225013896,1.756,87.00965225013896,0.0,0.0,0.0,16.29725362708614,0.0,0.0
0,Network-NoUpdate,100,5,80,0.0,structured,83.11300916488814,0.0,83.11300916488814,1.702,81.41100916488814,0.0,0.0,0.0,12.220069634702119,0.0,0.0
0,Dot,100,5,80,0.0,unstructured,-0.6170212999195054,0.0,-0.6170212999195054,0.09,-0.7070212999195054,0.0,0.0,0.0,4.123412276119333,0.0,0.0
0,Linear,100,5,80,0.0,unstructured,135.7130557016355,0.0,135.7130557016355,9.608,126.10505570163551,0.0,0.0,0.0,34.180768286179294,0.0,0.0
0,Network-Full,100,5,80,0.0,unstructured,55.280855204772585,0.0,55.280855204772585,1.765,53.515855204772585,0.0,0.0,0.0,67.58772296249114,0.0,0.0
0,Network-NoTest,100,5,80,0.0,unstructured,22.008814854008666,0.0,22.008814854008666,1.774,20.234814854008665,0.0,0.0,0.0,75.28777305689854,0.0,0.0
0,Network-NoUpdate,100,5,80,0.0,unstructured,23.652067986352733,0.0,23.652067986352733,1.7469999999999999,21.905067986352734,0.0,0.0,0.0,74.91260303069896,0.0,0.0
0,Dot,100,5,80,1.0,structured,1.4274956188835304,77.08377044155226,-75.65627482266873,0.09,-75.74627482266874,7.0,0.0875,0.09090909090909091,7.6858273441830915,0.0,0.0
0,Linear,100,5,80,1.0,structured,64.15945287152017,5.504203369064712,58.65524950245546,9.608,49.04724950245546,1.0,0.0125,0.013333333333333334,1.3937249485539893,0.0,0.0
0,Network-Full,100,5,80,1.0,structured,66.82674878037805,0.1582885809203982,66.66846019945766,1.765,64.90346019945765,35.0,0.4375,0.6666666666666666,0.3741226100873133,0.0,0.0
0,Network-NoTest,100,5,80,1.0,structured,69.16017331338718,0.03400819913847396,69.1261651142487,1.783,67.3431651142487,23.0,0.2875,0.14285714285714285,0.2909106971679404,0.0,0.0
0,Network-NoUpdate,100,5,80,1.0,structured,66.33735555334923,0.0448288170108249,66.2925267363384,1.72,64.5725267363384,25.0,0.3125,0.2,0.3334142615061768,0.0,0.0
0,Dot,100,5,80,1.0,unstructured,-19.306101803344916,19.706260190618707,-39.01236199396362,0.09,-39.102361993963626,3.0,0.0375,0.039473684210526314,5.130203131420428,0.0,0.0
0,Linear,100,5,80,1.0,unstructured,35.513028305223465,1197.9559683825323,-1162.4429400773088,9.608,-1172.0509400773087,0.0,0.0,0.0,16.016972846221748,0.0,0.0
0,Network-Full,100,5,80,1.0,unstructured,-3.8541709960310544,0.20495268743515946,-4.059123683466214,1.729,-5.788123683466214,1.0,0.0125,0.0,0.45507657672339513,0.0,0.0
0,Network-NoTest,100,5,80,1.0,unstructured,-8.891238960568744,0.09136505914409354,-8.982604019712838,1.7469999999999999,-10.729604019712838,1.0,0.0125,0.0,0.44065729339251425,0.0,0.0
0,Network-NoUpdate,100,5,80,1.0,unstructured,-15.438784001005068,0.4655477802121739,-15.904331781217241,1.765,-17.66933178121724,3.0,0.0375,0.0,0.3849071550445603,0.0,0.0
0,Dot,200,5,80,0.0,structured,8.249937316961994,0.0,8.249937316961994,0.09,8.159937316961994,0.0,0.0,0.0,4.189971370936377,0.0,0.0
0,Linear,200,5,80,0.0,structured,130.07063498486608,0.0,130.07063498486608,18.609,111.46163498486607,0.0,0.0,0.0,33.508984991458995,0.0,0.0
0,Network-Full,200,5,80,0.0,structured,138.25657474835293,0.0,138.25657474835293,1.7469999999999999,136.50957474835292,0.0,0.0,0.0,43.74852089842106,0.0,0.0
0,Network-NoTest,200,5,80,0.0,structured,129.2570979931384,0.0,129.2570979931384,1.7469999999999999,127.51009799313839,0.0,0.0,0.0,39.77419841689847,0.0,0.0
0,Network-NoUpdate,200,5,80,0.0,structured,138.13313868658466,0.0,138.13313868658466,1.738,136.39513868658466,0.0,0.0,0.0,42.5346931191662,0.0,0.0
0,Dot,200,5,80,0.0,unstructured,-17.666800467930944,0.0,-17.666800467930944,0.09,-17.756800467930944,0.0,0.0,0.0,2.2931885070694675,0.0,0.0
0,Linear,200,5,80,0.0,unstructured,96.05636893566924,0.0,96.05636893566924,18.211,77.84536893566924,0.0,0.0,0.0,41.769830920290175,0.0,0.0
0,Network-Full,200,5,80,0.0,unstructured,-4.243027736259025,0.0,-4.243027736259025,30.747,-34.99002773625902,0.0,0.0,0.0,26.942322370056406,1.0,0.0
0,Network-NoTest,200,5,80,0.0,unstructured,-7.3470918120187605,0.0,-7.3470918120187605,1.7469999999999999,-9.09409181201876,0.0,0.0,0.0,57.453273253510396,0.0,0.0
0,Network-NoUpdate,200,5,80,0.0,unstructured,-5.064650958430328,0.0,-5.064650958430328,1.72,-6.784650958430328,0.0,0.0,0.0,9.425979135428241,0.0,0.0
0,Dot,200,5,80,1.0,structured,11.971727834475265,4.331253992514512,7.640473841960754,0.09,7.550473841960754,5.0,0.0625,0.06557377049180328,1.2834912654099486,0.0,0.0
0,Linear,200,5,80,1.0,structured,101.66022322603,44.87066348997675,56.78955973605325,19.006999999999998,37.78255973605325,73.0,0.9125,0.9473684210526315,3.398699880422595,0.0,0.0
0,Network-Full,200,5,80,1.0,structured,98.18015130521512,8.83831203201199e-05,98.1800629220948,1.738,96.4420629220948,14.0,0.175,0.0,0.2693243205448377,0.0,0.0
0,Network-NoTest,200,5,80,1.0,structured,97.36357449942557,1.6012592771101842e-05,97.3635584868328,1.774,95.5895584868328,18.0,0.225,0.0,0.22946514001514534,0.0,0.0
0,Network-NoUpdate,200,5,80,1.0,structured,94.3717626553935,9.884494506933342e-05,94.37166381044842,1.738,92.63366381044843,10.0,0.125,0.0,0.25265525226381635,0.0,0.0
0,Dot,200,5,80,1.0,unstructured,-3.210151787908194,448.92668251927824,-452.13683430718646,0.09,-452.22683430718644,3.0,0.0375,0.04054054054054054,12.015579970477644,0.0,0.0
0,Linear,200,5,80,1.0,unstructured,34.2232614314258,35.86208463346415,-1.6388232020383526,19.006999999999998,-20.64582320203835,5.0,0.0625,0.05333333333333334,3.527619423047682,0.0,0.0
0,Network-Full,200,5,80,1.0,unstructured,-37.79389491859327,0.0072217096913842205,-37.80111662828465,1.738,-39.53911662828465,1.0,0.0125,0.0,0.25178122138297676,0.0,0.0
0,Network-NoTest,200,5,80,1.0,unstructured,-8.621337788811829,0.21953386210878692,-8.840871650920615,1.783,-10.623871650920615,2.0,0.025,0.0,0.5513345180397822,0.0,0.0
0,Network-NoUpdate,200,5,80,1.0,unstructured,-13.723933322462099,0.31166434355346556,-14.035597666015564,30.738,-44.77359766601556,5.0,0.0625,0.02857142857142857,0.7088067380715749,1.0,0.0
1,Dot,20,5,80,0.0,structured,-4.323733938804685,0.0,-4.323733938804685,0.09,-4.413733938804685,0.0,0.0,0.0,1.6834898232358764,0.0,0.0
1,Linear,20,5,80,0.0,structured,86.4713086289851,0.0,86.4713086289851,2.305,84.16630862898509,0.0,0.0,0.0,14.377501563648769,0.0,0.0
1,Network-Full,20,5,80,0.0,structured,27.01394883794231,0.0,27.01394883794231,1.698,25.315948837942308,0.0,0.0,0.0,46.52890656135274,0.0,0.0
1,Network-NoTest,20,5,80,0.0,structured,110.67335572708703,0.0,110.67335572708703,1.698,108.97535572708703,0.0,0.0,0.0,46.592484751738795,0.0,0.0
1,Network-NoUpdate,20,5,80,0.0,structured,34.76160598499145,0.0,34.76160598499145,1.698,33.06360598499145,0.0,0.0,0.0,49.115445577406405,0.0,0.0
1,Dot,20,5,80,0.0,unstructured,2.5087331695786284,0.0,2.5087331695786284,0.09,2.4187331695786285,0.0,0.0,0.0,3.190768445392603,0.0,0.0
1,Linear,20,5,80,0.0,unstructured,81.77551414979342,0.0,81.77551414979342,2.229,79.54651414979342,0.0,0.0,0.0,12.527116647449123,0.0,0.0
1,Network-Full,20,5,80,0.0,unstructured,56.16697331666502,0.0,56.16697331666502,1.675,54.491973316665025,0.0,0.0,0.0,19.64047917688719,0.0,0.0
1,Network-NoTest,20,5,80,0.0,unstructured,52.49165302251383,0.0,52.49165302251383,1.698,50.79365302251383,0.0,0.0,0.0,19.419722285716468,0.0,0.0
1,Network-NoUpdate,20,5,80,0.0,unstructured,45.15900783900249,0.0,45.15900783900249,1.659,43.50000783900249,0.0,0.0,0.0,18.15439056032589,0.0,0.0
1,Dot,20,5,80,1.0,structured,8.770012483258151,263.1087771424549,-254.33876465919678,0.09,-254.4287646591968,5.0,0.0625,0.06329113924050633,8.511438350127522,0.0,0.0
1,Linear,20,5,80,1.0,structured,65.8452616217486,339.17884076107646,-273.33357913932787,2.305,-275.6385791393279,1.0,0.0125,0.012987012987012988,10.13826888879092,0.0,0.0
1,Network-Full,20,5,80,1.0,structured,158.22697934026309,0.08020556129098622,158.1467737789721,1.573,156.57377377897208,35.0,0.4375,0.5098039215686274,0.6600944119961825,0.0,0.0
1,Network-NoTest,20,5,80,1.0,structured,44.109037451735986,0.08892013682493483,44.020117314911055,1.687,42.33311731491106,0.0,0.0,0.0,0.6889034739976556,0.0,0.0
1,Network-NoUpdate,20,5,80,1.0,structured,68.45574906283768,0.07063978532468859,68.385109277513,1.741,66.644109277513,11.0,0.1375,0.025,0.5814431020115538,0.0,0.0
1,Dot,20,5,80,1.0,unstructured,-1.8212198758572904,53.35327649441779,-55.17449637027508,0.09,-55.26449637027508,3.0,0.0375,0.043478260869565216,1.8267479328899523,0.0,0.0
1,Linear,20,5,80,1.0,unstructured,131.87552460557933,1096.8529560996392,-964.9774314940598,2.21,-967.1874314940599,0.0,0.0,0.0,12.297760588514326,0.0,0.0
1,Network-Full,20,5,80,1.0,unstructured,37.50126087543755,1.6952935957793671,35.805967279658184,1.684,34.121967279658186,0.0,0.0,0.0,0.48349424683202785,0.0,0.0
1,Network-NoTest,20,5,80,1.0,unstructured,36.675966499091764,0.15183718174274566,36.52412931734902,1.701,34.82312931734902,0.0,0.0,0.0,0.4242020726842216,0.0,0.0
1,Network-NoUpdate,20,5,80,1.0,unstructured,32.069264028046476,0.1637170990024241,31.905546929044053,1.66,30.245546929044053,0.0,0.0,0.0,0.4744503297758641,0.0,0.0
1,Dot,50,5,80,0.0,structured,3.6664357392171416,0.0,3.6664357392171416,0.09,3.5764357392171418,0.0,0.0,0.0,4.980190321905942,0.0,0.0
1,Linear,50,5,80,0.0,structured,116.4572997262826,0.0,116.4572997262826,5.057,111.4002997262826,0.0,0.0,0.0,15.196079429416574,0.0,0.0
1,Network-Full,50,5,80,0.0,structured,100.2878734840342,0.0,100.2878734840342,1.7469999999999999,98.5408734840342,0.0,0.0,0.0,10.51019502409982,0.0,0.0
1,Network-NoTest,50,5,80,0.0,structured,93.29024999144919,0.0,93.29024999144919,1.756,91.53424999144919,0.0,0.0,0.0,20.325781987932295,0.0,0.0
1,Network-NoUpdate,50,5,80,0.0,structured,16.01813478705254,0.0,16.01813478705254,1.774,14.244134787052538,0.0,0.0,0.0,37.04791980730548,0.0,0.0
1,Dot,50,5,80,0.0,unstructured,-3.481492489906116,0.0,-3.481492489906116,0.09,-3.571492489906116,0.0,0.0,0.0,2.0345009694325755,0.0,0.0
1,Linear,50,5,80,0.0,unstructured,55.44557577771577,0.0,55.44557577771577,5.008,50.437575777715765,0.0,0.0,0.0,15.20577212135235,0.0,0.0
1,Network-Full,50,5,80,0.0,unstructured,36.14239845233614,0.0,36.14239845233614,1.756,34.38639845233614,0.0,0.0,0.0,13.656151395884052,0.0,0.0
1,Network-NoTest,50,5,80,0.0,unstructured,36.955112401862664,0.0,36.955112401862664,1.756,35.19911240186266,0.0,0.0,0.0,13.612265943489959,0.0,0.0
1,Network-NoUpdate,50,5,80,0.0,unstructured,54.46347247570243,0.0,54.46347247570243,1.774,52.68947247570243,0.0,0.0,0.0,15.789666672412565,0.0,0.0
1,Dot,50,5,80,1.0,structured,4.217113921889014,39.42048458201606,-35.20337066012704,0.09,-35.293370660127046,1.0,0.0125,0.013333333333333334,2.8254531157977523,0.0,0.0
1,Linear,50,5,80,1.0,structured,-21.378774919374592,5.706048460861651,-27.084823380236244,5.155,-32.239823380236245,0.0,0.0,0.0,1.4444977804847874,0.0,0.0
1,Network-Full,50,5,80,1.0,structured,-3.400670307754866,0.6471828043817778,-4.047853112136644,1.729,-5.776853112136644,0.0,0.0,0.0,0.29441280056444424,0.0,0.0
1,Network-NoTest,50,5,80,1.0,structured,-8.70936068852405,0.0019134913637657888,-8.711274179887816,1.792,-10.503274179887816,0.0,0.0,0.0,0.15929950337647492,0.0,0.0
1,Network-NoUpdate,50,5,80,1.0,structured,0.999103179460949,0.004958585976360718,0.9941445934845883,1.729,-0.7348554065154118,0.0,0.0,0.0,0.3081801265445933,0.0,0.0
1,Dot,50,5,80,1.0,unstructured,6.9562737182776475,1.7127958094745415,5.243477908803106,0.09,5.153477908803106,5.0,0.0625,0.045454545454545456,2.4569107468317175,0.0,0.0
1,Linear,50,5,80,1.0,unstructured,79.60014664640194,28.891321505103285,50.708825141298654,5.204,45.50482514129865,1.0,0.0125,0.014705882352941176,2.406315718572549,0.0,0.0
1,Network-Full,50,5,80,1.0,unstructured,66.05275152798734,0.062406345427386795,65.99034518255995,1.774,64.21634518255995,9.0,0.1125,0.20454545454545456,0.5300717282167903,0.0,0.0
1,Network-NoTest,50,5,80,1.0,unstructured,74.40773409427102,0.8264262498509909,73.58130784442002,1.774,71.80730784442002,3.0,0.0375,0.05084745762711865,1.7657870582922466,0.0,0.0
1,Network-NoUpdate,50,5,80,1.0,unstructured,72.35352348004366,0.29124288850117397,72.06228059154249,1.756,70.30628059154249,4.0,0.05,0.06896551724137931,2.46548438451404,0.0,0.0
1,Dot,100,5,80,0.0,structured,-17.31178976115269,0.0,-17.31178976115269,0.09,-17.40178976115269,0.0,0.0,0.0,10.951015673732524,0.0,0.0
1,Linear,100,5,80,0.0,structured,97.83433845343508,0.0,97.83433845343508,9.41,88.42433845343508,0.0,0.0,0.0,24.532307293652277,0.0,0.0
1,Network-Full,100,5,80,0.0,structured,115.88498676691697,0.0,115.88498676691697,1.756,114.12898676691697,0.0,0.0,0.0,7.837868156788522,0.0,0.0
1,Network-NoTest,100,5,80,0.0,structured,119.73771811876095,0.0,119.73771811876095,1.783,117.95471811876095,0.0,0.0,0.0,11.506558347333161,0.0,0.0
1,Network-NoUpdate,100,5,80,0.0,structured,105.89248503980826,0.0,105.89248503980826,1.738,104.15448503980826,0.0,0.0,0.0,4.812450084867743,0.0,0.0
1,Dot,100,5,80,0.0,unstructured,4.804764503685641,0.0,4.804764503685641,0.09,4.714764503685641,0.0,0.0,0.0,12.703536238607814,0.0,0.0
1,Linear,100,5,80,0.0,unstructured,60.06417139429838,0.0,60.06417139429838,9.905000000000001,50.159171394298376,0.0,0.0,0.0,17.34518556278038,0.0,0.0
1,Network-Full,100,5,80,0.0,unstructured,10.26232940579123,0.0,10.26232940579123,1.738,8.52432940579123,0.0,0.0,0.0,35.002926322988905,0.0,0.0
1,Network-NoTest,100,5,80,0.0,unstructured,25.287420105256626,0.0,25.287420105256626,1.711,23.576420105256627,0.0,0.0,0.0,15.486681316710776,0.0,0.0
1,Network-NoUpdate,100,5,80,0.0,unstructured,11.529541569667943,0.0,11.529541569667943,28.747,-17.21745843033206,0.0,0.0,0.0,16.418663284927923,1.0,0.0
1,Dot,100,5,80,1.0,structured,-6.284375605833411,311.76917048597323,-318.05354609180665,0.09,-318.1435460918066,1.0,0.0125,0.01282051282051282,9.625964336036485,0.0,0.0
1,Linear,100,5,80,1.0,structured,81.21603818059633,6.840466758583607,74.37557142201273,9.608,64.76757142201272,0.0,0.0,0.0,1.210375068349674,0.0,0.0
1,Network-Full,100,5,80,1.0,structured,79.36964067313524,0.25937773377014545,79.11026293936509,1.774,77.33626293936508,14.0,0.175,0.3235294117647059,0.6260830328069703,0.0,0.0
1,Network-NoTest,100,5,80,1.0,structured,84.92412204674208,8.297749624744909e-05,84.92403906924584,1.765,83.15903906924584,21.0,0.2625,0.43243243243243246,0.7628556720339332,0.0,0.0
1,Network-NoUpdate,100,5,80,1.0,structured,85.7342862063912,0.1408739951191847,85.59341221127202,1.765,83.82841221127202,19.0,0.2375,0.42857142857142855,0.38064611634026446,0.0,0.0
1,Dot,100,5,80,1.0,unstructured,1.3973262611339163,0.7683504858781933,0.628975775255723,0.09,0.538975775255723,4.0,0.05,0.047619047619047616,1.7534850127089516,0.0,0.0
1,Linear,100,5,80,1.0,unstructured,139.2057000076305,3116.3732500323385,-2977.167550024708,9.509,-2986.676550024708,1.0,0.0125,0.012987012987012988,26.778164159162696,0.0,0.0
1,Network-Full,100,5,80,1.0,unstructured,10.221429334717474,0.0657796194299313,10.155649715287543,1.72,8.435649715287543,5.0,0.0625,0.0,0.43385837885175943,0.0,0.0
1,Network-NoTest,100,5,80,1.0,unstructured,10.302016349248142,0.06657219295787105,10.23544415629027,1.774,8.46144415629027,1.0,0.0125,0.0,0.2674659053167075,0.0,0.0
1,Network-NoUpdate,100,5,80,1.0,unstructured,6.42391193292743,1.5427498247224518,4.881162108204978,1.7469999999999999,3.134162108204978,5.0,0.0625,0.0,0.3634056903355297,0.0,0.0
1,Dot,200,5,80,0.0,structured,14.87262856560208,0.0,14.87262856560208,0.09,14.78262856560208,0.0,0.0,0.0,3.885141961537683,0.0,0.0
1,Linear,200,5,80,0.0,structured,85.44596372011402,0.0,85.44596372011402,18.808,66.63796372011402,0.0,0.0,0.0,43.540687793124796,0.0,0.0
1,Network-Full,200,5,80,0.0,structured,89.18904863604075,0.0,89.18904863604075,1.756,87.43304863604075,0.0,0.0,0.0,24.075657652827747,0.0,0.0
1,Network-NoTest,200,5,80,0.0,structured,82.2593300939288,0.0,82.2593300939288,1.7469999999999999,80.5123300939288,0.0,0.0,0.0,64.3540908101505,0.0,0.0
1,Network-NoUpdate,200,5,80,0.0,structured,82.60085188610094,0.0,82.60085188610094,1.7469999999999999,80.85385188610094,0.0,0.0,0.0,25.65803709199456,0.0,0.0
1,Dot,200,5,80,0.0,unstructured,10.32931352988034,0.0,10.32931352988034,0.09,10.23931352988034,0.0,0.0,0.0,3.3140381317122922,0.0,0.0
1,Linear,200,5,80,0.0,unstructured,83.75617728508502,0.0,83.75617728508502,19.405,64.35117728508502,0.0,0.0,0.0,17.0478061619084,0.0,0.0
1,Network-Full,200,5,80,0.0,unstructured,4.913815836399407,0.0,4.913815836399407,1.756,3.157815836399407,0.0,0.0,0.0,17.421212841779905,0.0,0.0
1,Network-NoTest,200,5,80,0.0,unstructured,5.830307363299443,0.0,5.830307363299443,1.729,4.101307363299443,0.0,0.0,0.0,33.098473534903285,0.0,0.0
1,Network-NoUpdate,200,5,80,0.0,unstructured,19.702646578676628,0.0,19.702646578676628,1.765,17.937646578676627,0.0,0.0,0.0,13.687210476165259,0.0,0.0
1,Dot,200,5,80,1.0,structured,5.249646070365023,46.98502544341415,-41.73537937304913,0.09,-41.82537937304913,1.0,0.0125,0.01282051282051282,4.756669905288108,0.0,0.0
1,Linear,200,5,80,1.0,structured,73.86735509076085,2466.3795735445683,-2392.5122184538072,19.206,-2411.7182184538074,0.0,0.0,0.0,24.916555245702664,0.0,0.0
1,Network-Full,200,5,80,1.0,structured,84.31568545269246,0.16207611859005844,84.1536093341024,1.729,82.4246093341024,34.0,0.425,0.7380952380952381,0.7366786888045193,0.0,0.0
1,Network-NoTest,200,5,80,1.0,structured,89.94043048959641,0.13322977987854742,89.80720070971786,1.729,88.07820070971786,25.0,0.3125,0.6666666666666666,0.5317120166430567,0.0,0.0
1,Network-NoUpdate,200,5,80,1.0,structured,92.13199916593524,0.13165900426922877,92.00034016166602,1.765,90.23534016166602,23.0,0.2875,0.6129032258064516,0.5841734273751981,0.0,0.0
1,Dot,200,5,80,1.0,unstructured,2.284691080353676,1.5919006736144294,0.6927904067392467,0.09,0.6027904067392468,3.0,0.0375,0.029411764705882353,2.080747436881632,0.0,0.0
