agent,structure,stakes,K,reward_mean,reward_std,penalty_mean,penalty_std,utility_mean,utility_std,cog_mean,cog_std,cau_mean,cau_std,dual_mean,dual_rate_mean,dual_rate_std,dual_rate_cond_mean,dual_rate_cond_std,E_abs_mean,expansions_mean,revisions_mean
Linear,unstructured,1.0,20,82.78907333990051,42.772877710317815,1164.0798892060538,1601.5259281523743,-1081.2908158661535,1591.9101902156485,2.28657,0.043078095631449646,-1083.5773858661535,1591.912589315525,32.27,0.403375,0.4349505624699539,0.411339921741635,0.4452854192809797,13.008244406303797,0.0,0.0
Linear,unstructured,1.0,50,78.06146211410751,37.636817370246455,815.7182552203353,1190.0764256040416,-737.6567931062278,1183.8731136011534,5.07317,0.13049115106033246,-742.7299631062278,1183.865710007686,15.04,0.188,0.35324487886513584,0.1954155990157988,0.36577653024713525,10.680367172703143,0.0,0.0
Linear,unstructured,1.0,100,92.2325653437601,43.6718292417774,773.3335620154431,1160.7146219378978,-681.1009966716831,1150.15868573104,9.735710000000001,0.23262074284121792,-690.836706671683,1150.1407563183545,14.1,0.17625,0.33248234175029145,0.1803494113191327,0.3407475104262603,9.914703746651053,0.0,0.0
Linear,unstructured,1.0,200,90.26260541022818,47.11894468704602,486.3850715962178,767.9301740530918,-396.1224661859897,761.0336174463287,19.054759999999998,0.450001237259803,-415.1772261859897,761.0746116946941,17.48,0.21850000000000003,0.3598737152239531,0.22963861295677257,0.37620403909642514,8.188870829120145,0.0,0.0
Network-Full,structured,0.0,20,84.88665457807325,35.238171633477904,0.0,0.0,84.88665457807325,35.238171633477904,1.68075,0.07301215825138475,83.20590457807326,35.27195924838658,0.0,0.0,0.0,0.0,0.0,31.60626459302615,0.0,0.0
Network-Full,structured,0.0,50,88.00138571034267,33.406966339577764,0.0,0.0,88.00138571034267,33.406966339577764,1.75267,0.019124818610085872,86.24871571034268,33.409261707486074,0.0,0.0,0.0,0.0,0.0,28.17357764306535,0.0,0.0
Network-Full,structured,0.0,100,84.41785380000172,37.31910256883508,0.0,0.0,84.41785380000172,37.31910256883508,1.75186,0.02012135907211761,82.66599380000173,37.3192966887229,0.0,0.0,0.0,0.0,0.0,31.462061307890316,0.0,0.0
Network-Full,structured,0.0,200,82.28058176274396,33.90050781440331,0.0,0.0,82.28058176274396,33.90050781440331,1.7462799999999998,0.021239414475750645,80.53430176274397,33.90359000811849,0.0,0.0,0.0,0.0,0.0,28.572282615822715,0.0,0.0
Network-Full,structured,1.0,20,72.65961583173508,35.37750255809794,0.37938643833433405,0.9242523613445119,72.28022939340075,35.437784188351216,1.6793799999999999,0.0732770831098708,70.60084939340075,35.46956756831528,24.41,0.305125,0.24823934946178874,0.27122941353769897,0.25461251989485423,0.596405215047578,0.0,0.0
Network-Full,structured,1.0,50,65.133374749448,34.0255499998227,0.48664070262980724,0.6689924680240095,64.64673404681818,34.10205430848054,1.74741,0.03102494760249195,62.89932404681818,34.09792737652036,15.22,0.19024999999999997,0.20724397007226322,0.21493615521580395,0.28451062029121177,0.5765596788450817,0.0,0.0
Network-Full,structured,1.0,100,69.67285792472111,33.16430872991402,0.497458555266859,0.8506177600712379,69.17539936945427,33.07032198324972,1.7516800000000001,0.022648780822094424,67.42371936945426,33.069911564400705,16.41,0.205125,0.18644987918873787,0.2862635198265182,0.30334546869915835,0.551801283167551,0.0,0.0
Network-Full,structured,1.0,200,67.3077510064477,29.590413408032326,0.5249175165956357,1.0401669362548969,66.78283348985207,29.615291437599325,1.7524000000000002,0.02105836046454105,65.03043348985207,29.609313029956567,12.07,0.150875,0.17058143845818818,0.18321770717130142,0.2868160127336613,0.5927077266898302,0.0,0.0
Network-Full,unstructured,0.0,20,38.49362041890875,28.897481387622424,0.0,0.0,38.49362041890875,28.897481387622424,4.7296,8.389450723041614,33.76402041890875,27.95794323638138,0.0,0.0,0.0,0.0,0.0,31.90614736967621,0.12,0.1
Network-Full,unstructured,0.0,50,25.652951391282333,26.81823594923534,0.0,0.0,25.652951391282333,26.81823594923534,9.20932,12.025056669162339,16.443631391282334,25.10408166392345,0.0,0.0,0.0,0.0,0.0,26.139536893862413,0.28,0.22
Network-Full,unstructured,0.0,100,16.637033574743693,25.382237217531628,0.0,0.0,16.637033574743693,25.382237217531628,11.65672,13.583309050047081,4.980313574743693,20.820620890927465,0.0,0.0,0.0,0.0,0.0,25.700375713521854,0.35,0.27
Network-Full,unstructured,0.0,200,12.30940496218178,20.318337459921448,0.0,0.0,12.30940496218178,20.318337459921448,12.31161,14.840032323125651,-0.00220503781822071,16.9249560938244,0.0,0.0,0.0,0.0,0.0,23.23597239275562,0.34,0.21
